sample_id,width,temp,contact,neighbor,contact_no,lambda,cm_adhesion,total_area,equivalent_diameter,eccentricity,solidity,perimeter,circularity
18,24,7.98828125,3.10546875,4,2,0.9544109817998928,31.05078125,196238.66666666666,499.85880982223875,0.06863245831935642,0.9924355148984348,1653.360067803334,0.9021125629283113
19,30,7.98828125,3.10546875,4,2,0.9544109817998928,31.05078125,196109.33333333334,499.69406371028384,0.2352514480834825,0.9930549036517241,1648.595469531986,0.9067384740247668
20,24,64.44921875,3.10546875,4,2,0.9544109817998928,31.05078125,196124.11111111112,499.71287922972857,0.0880011887291877,0.9787378432472676,1987.594659381795,0.6240209361939236
21,24,7.98828125,4.25390625,4,2,0.9544109817998928,31.05078125,196232.33333333334,499.85074324775127,0.062663458332765,0.9916064117801741,1652.6664410603205,0.9028401637199421
22,24,7.98828125,3.10546875,4,2,0.9544109817998928,31.05078125,196263.88888888888,499.8909288799145,0.05914844078635088,0.9919838643674781,1652.1522836161016,0.9035472948694614
23,24,7.98828125,3.10546875,4,4,0.9544109817998928,31.05078125,195954.77777777778,499.49711767020995,0.06635817799651994,0.9958120817197474,1653.2383506444999,0.9009394387531935
24,24,7.98828125,3.10546875,4,2,2.010563393164373,31.05078125,196332.77777777778,499.97865504897294,0.06590783784347666,0.9915490646551005,1653.6092501019027,0.9022729699743307
25,24,7.98828125,3.10546875,4,2,0.9544109817998928,31.81640625,196235.66666666666,499.8549882177932,0.06879899766136272,0.9923919090724331,1652.4060915324865,0.9031408452879724
26,30,64.44921875,4.25390625,4,4,2.010563393164373,31.81640625,195998.88888888888,499.5533291921364,0.2143615387482199,0.9898265145988913,1789.4621800687914,0.7692233160026523
27,11,44.48828125,27.60546875,7,6,13.49740954539229,6.55078125,191120.44444444444,493.2971730314722,0.09050493774130813,0.7049995081055548,63271.67894394914,0.0005999409324072556
28,17,44.48828125,27.60546875,7,6,13.49740954539229,6.55078125,194778.11111111112,497.9951734241827,0.12667561516352557,0.7287170679795055,48740.89360014067,0.0010303178059239667
29,11,27.94921875,27.60546875,7,6,13.49740954539229,6.55078125,191092.55555555556,493.2611824547109,0.08993458375154811,0.7151001424210981,60094.602705270554,0.0006649685894916888
30,11,44.48828125,28.75390625,7,6,13.49740954539229,6.55078125,190971.44444444444,493.1048500495587,0.08443546917017623,0.699825865923049,64498.05652460479,0.0005768992653857778
31,11,44.48828125,27.60546875,7,6,13.49740954539229,6.55078125,191149.88888888888,493.3351737791642,0.09483562587159171,0.7045485387723674,63450.8894776425,0.0005966455292163
32,11,44.48828125,27.60546875,7,8,13.49740954539229,6.55078125,188068.66666666666,489.34288767759375,0.09134410868272158,0.6568111125001717,65502.79615855733,0.0005508249494341111
34,11,44.48828125,27.60546875,7,6,13.49740954539229,7.31640625,191148.33333333334,493.3331681995695,0.09116604002880117,0.7229562498603044,58959.20686485662,0.0006910231786754333
35,17,27.94921875,28.75390625,7,8,0.1421683009311962,7.31640625,25533.0,180.24227569404366,0.24979950274987056,0.13221074570468386,8972.474228122162,0.003995786002456489
36,14,17.11328125,45.98046875,6,5,1.8508199720892315,37.17578125,189573.88888888888,491.2972295022629,0.08870217314725848,0.9739436573209548,1828.5496218502526,0.7125746126599438
37,27,17.11328125,45.98046875,6,5,1.8508199720892315,37.17578125,192629.11111111112,495.24034395013376,0.12990890063708083,0.9685409989583612,1920.5442026018884,0.6564434005510577
38,14,73.57421875,45.98046875,6,5,1.8508199720892315,37.17578125,183966.66666666666,483.9768646569636,0.09261620586207676,0.9693144241993878,1911.3945391690982,0.6328169933474126
39,14,17.11328125,22.62890625,6,5,1.8508199720892315,37.17578125,190756.44444444444,492.827195304563,0.08173975792415787,0.9897693673182827,1660.4927197424272,0.869399974360347
40,14,17.11328125,45.98046875,3,5,1.8508199720892315,37.17578125,189734.11111111112,491.5047956438659,0.09254140004690173,0.9748540445440569,1829.0025238997805,0.7128218894760383
41,14,17.11328125,45.98046875,6,7,1.8508199720892315,37.17578125,189298.22222222222,490.93987673270044,0.09198405126443172,0.9825097942786655,1778.9579113843054,0.7517140168776828
42,14,17.11328125,45.98046875,6,5,3.8989397169366624,37.17578125,191996.33333333334,494.42625203214226,0.09177369961193807,0.9779405562001947,1811.9360817057309,0.7350080354528719
43,14,17.11328125,45.98046875,6,5,1.8508199720892315,13.44140625,174789.33333333334,471.75063526726535,0.09217370606734943,0.7407678448540939,46882.862700942525,0.0009993219725628556
44,27,73.57421875,22.62890625,3,7,3.8989397169366624,13.44140625,193868.77777777778,496.8313496005598,0.12283833663507109,0.9477535751825198,2387.4294554919015,0.4277014219675583
45,27,53.61328125,21.48046875,3,1,0.1308727353019792,12.67578125,193228.77777777778,496.0105486844645,0.12254527926308148,0.9320966778797405,3347.2462738516724,0.21683259157601073
46,14,53.61328125,21.48046875,3,1,0.1308727353019792,12.67578125,188925.77777777778,490.4565672715666,0.08869343752128113,0.9311246612603168,3662.224327948595,0.1772279088496725
47,27,37.07421875,21.48046875,3,1,0.1308727353019792,12.67578125,193373.22222222222,496.195919816343,0.14101901788468918,0.9397293080302538,2990.5654580006085,0.2721873102455457
48,27,53.61328125,47.12890625,3,1,0.1308727353019792,12.67578125,191822.44444444444,494.20221915612234,0.12737196170764734,0.8810902066282501,8895.553464688517,0.030618749447325747
49,27,53.61328125,21.48046875,6,1,0.1308727353019792,12.67578125,192341.77777777778,494.8707512339432,0.14117425398685401,0.9308102829753637,3767.8132689674435,0.17078427693561693
50,27,53.61328125,21.48046875,3,4,0.1308727353019792,12.67578125,186441.11111111112,487.2206831219741,0.13709365773187743,0.9421587359916267,2414.6986112983277,0.40214212401732763
51,27,53.61328125,21.48046875,3,1,0.2756966713283472,12.67578125,194008.22222222222,497.0099516964002,0.1288181476288127,0.9311976873790879,3416.8758392922814,0.20931381938373828
52,27,53.61328125,21.48046875,3,1,0.1308727353019792,37.94140625,192998.0,495.7142324696401,0.1403599027261072,0.966499628739161,2180.1398213976618,0.5104958657286731
53,14,37.07421875,47.12890625,6,4,0.2756966713283472,37.94140625,165340.33333333334,458.8220853953705,0.09139289878532783,0.979132961424109,1698.6656474297722,0.7201232549526222
54,21,35.36328125,33.73046875,4,3,0.4921604131772999,49.42578125,192935.88888888888,495.63451300175376,0.1228463643724086,0.9835743126993626,1724.3155914533338,0.815484650479037
55,7,35.36328125,33.73046875,4,3,0.4921604131772999,49.42578125,131762.44444444444,409.5905125009694,0.1519530259053405,0.9841764900110181,1470.963098183664,0.7652579871087305
56,21,18.82421875,33.73046875,4,3,0.4921604131772999,49.42578125,195521.44444444444,498.94450979944463,0.12080444322027553,0.9812446774517701,1713.6440667198456,0.8367055147688555
57,21,35.36328125,34.87890625,4,3,0.4921604131772999,49.42578125,192857.66666666666,495.53401003862905,0.1220480317152986,0.9829472926197345,1729.1625210493435,0.8105487149945563
58,21,35.36328125,33.73046875,5,3,0.4921604131772999,49.42578125,192684.0,495.3108752342507,0.11953780683168364,0.9839023098675432,1718.8114788752953,0.8196148564853226
59,21,35.36328125,33.73046875,4,2,0.4921604131772999,49.42578125,193935.55555555556,496.9168962837864,0.11499665273052553,0.9818644174565515,1770.3013294657633,0.7776728130309079
60,21,35.36328125,33.73046875,4,3,14.6623647592694,49.42578125,196541.33333333334,500.2441374412961,0.12057767840623991,0.9827918396198592,1739.48987395277,0.8162625855782092
61,21,35.36328125,33.73046875,4,3,0.4921604131772999,1.19140625,193158.11111111112,495.91986489943974,0.10958718505053174,0.6203847589993694,64612.088299444695,0.0005814765716803889
62,7,18.82421875,34.87890625,5,2,14.6623647592694,1.19140625,189830.66666666666,491.6298494082807,0.07269515149186362,0.5780691941273126,88150.06709878724,0.00030700427167945556
63,8,71.86328125,9.23046875,1,6,6.960199311784836,24.92578125,191366.77777777778,493.6149584400272,0.06172390684794308,0.9899390878704113,1766.2680203450286,0.7708451167478185
64,20,71.86328125,9.23046875,1,6,6.960199311784836,24.92578125,195596.44444444444,499.04020573051446,0.14820313330834506,0.9887258195553057,1781.5250990671382,0.7744939154129823
65,8,55.32421875,9.23046875,1,6,6.960199311784836,24.92578125,191448.88888888888,493.7208462873618,0.05640350084068532,0.9913542998047308,1724.8535743336497,0.8086739517046835
66,8,71.86328125,10.37890625,1,6,6.960199311784836,24.92578125,190908.11111111112,493.02306122717164,0.06303320933198049,0.9898500280580151,1764.4501992680052,0.7706010315314717
67,8,71.86328125,9.23046875,2,6,6.960199311784836,24.92578125,191113.77777777778,493.28851543842825,0.051348382060205075,0.9899473705028501,1778.3597590117695,0.7595099817525871
68,8,71.86328125,9.23046875,1,5,6.960199311784836,24.92578125,192307.44444444444,494.8266626315144,0.05192681291263215,0.9889110868407224,1791.228558168298,0.7532675388006932
69,8,71.86328125,9.23046875,1,6,1.0367857549510051,24.92578125,178654.22222222222,476.9376737154068,0.0666481252176821,0.9893736407341746,1705.4954293666096,0.7718808717389964
70,8,71.86328125,9.23046875,1,6,6.960199311784836,25.69140625,191337.88888888888,493.5776984333878,0.06724100470509543,0.9901676489688742,1760.491597379342,0.7758440315410868
71,20,55.32421875,10.37890625,2,5,1.0367857549510051,25.69140625,193797.44444444444,496.7399334415683,0.14011886595462925,0.9876104948026855,1766.8313959815662,0.7801542525903016
72,9,3.42578125,36.79296875,3,4,18.79597247655217,34.11328125,195755.33333333334,499.2428581694394,0.0577403914904167,0.984553385222312,1831.99659987146,0.7329635961733094
73,25,3.42578125,36.79296875,3,4,18.79597247655217,34.11328125,194333.88888888888,497.4269716307895,0.15981907564745768,0.9606965849841023,1910.4677884628873,0.6690932098281193
74,9,69.01171875,36.79296875,3,4,18.79597247655217,34.11328125,192880.33333333334,495.5631800361793,0.06658189196323766,0.9833505319070106,1875.9779247741071,0.688772611775645
75,9,3.42578125,25.69140625,3,4,18.79597247655217,34.11328125,195908.66666666666,499.43834605135464,0.055829371353329105,0.9874539865503204,1732.3600279213895,0.8203310294581678
76,9,3.42578125,36.79296875,1,4,18.79597247655217,34.11328125,195753.22222222222,499.2401661222302,0.05785791085019403,0.9848576196093841,1828.110981788296,0.7360864619186259
77,9,3.42578125,36.79296875,3,6,18.79597247655217,34.11328125,195684.77777777778,499.1528797339413,0.0575798056913867,0.9808001569841923,1935.4238168928434,0.6564737718231675
78,9,3.42578125,36.79296875,3,4,0.1979780981198111,34.11328125,124485.11111111111,398.1188116949856,0.14340202510344438,0.9804693836525549,1485.1201167994245,0.7092913533454624
79,9,3.42578125,36.79296875,3,4,18.79597247655217,4.25390625,186160.22222222222,486.8537201167805,0.06374294325488966,0.8107815539582877,49256.2063178467,0.0009643795454254222
80,25,69.01171875,25.69140625,1,6,0.1979780981198111,4.25390625,176152.66666666666,473.5867994596066,0.14489187536458226,0.7260650836304205,34485.47908570269,0.0018614135795683886
81,22,39.92578125,12.29296875,6,8,1.3290759597165742,9.61328125,193713.11111111112,496.6318421124411,0.07599043522070584,0.9615241221540575,2076.058516152554,0.5651190518405325
82,12,39.92578125,12.29296875,6,8,1.3290759597165742,9.61328125,178301.55555555556,476.46671091041367,0.06368119043763583,0.9747542796786074,1943.0322135412814,0.5935750067811285
83,22,32.51171875,12.29296875,6,8,1.3290759597165742,9.61328125,193748.77777777778,496.67756090678057,0.08865867330264204,0.960956737359134,2038.7886829400825,0.5858363152070324
84,22,39.92578125,1.19140625,6,8,1.3290759597165742,9.61328125,196330.0,499.9751121281957,0.10669276333354444,0.9908418388105518,1841.3906872408584,0.7277570092663272
85,22,39.92578125,12.29296875,4,8,1.3290759597165742,9.61328125,193753.88888888888,496.68411047988747,0.07260108104578893,0.9619623931663445,2076.0932564279387,0.5650756857152134
86,22,39.92578125,12.29296875,6,2,1.3290759597165742,9.61328125,196591.88888888888,500.30846070950366,0.10016929497928768,0.9558441114536989,2672.6862453634185,0.3461960931938797
87,22,39.92578125,12.29296875,6,8,2.799833114138683,9.61328125,195426.0,498.8227225985426,0.09752134051777935,0.9636447717192236,2087.122364946925,0.5639582793500979
88,22,39.92578125,12.29296875,6,8,1.3290759597165742,28.75390625,193241.55555555556,496.0269951883377,0.08653433767541549,0.9920606517513105,1683.9066045722636,0.8564087306784661
89,12,32.51171875,1.19140625,4,2,2.799833114138683,28.75390625,195460.77777777778,498.86709604203384,0.09671588043477276,0.9871731820617876,1801.8101838861207,0.7566139482642757
90,29,21.67578125,49.04296875,1,6,0.353420961164444,46.36328125,196424.0,500.094794130242,0.10713794282735149,0.960755059888743,1929.2291558104548,0.6632326897536613
91,6,21.67578125,49.04296875,1,6,0.353420961164444,46.36328125,3611.3333333333335,67.7448220038022,0.35967126466395016,0.9381851726741461,261.09783532115046,0.6650983508294497
92,29,14.26171875,49.04296875,1,6,0.353420961164444,46.36328125,196598.66666666666,500.3170952206002,0.10846935838806775,0.9583718690733443,1958.1799575591083,0.644305454033572
93,29,21.67578125,13.44140625,1,6,0.353420961164444,46.36328125,195469.88888888888,498.87872373139385,0.10106845407755441,0.9921385390947345,1652.2293318578743,0.8998089819029741
94,29,21.67578125,49.04296875,6,6,0.353420961164444,46.36328125,196383.88888888888,500.0437284054294,0.10691049899237041,0.9614799740324607,1922.3957743353558,0.6679492288414385
95,29,21.67578125,49.04296875,1,4,0.353420961164444,46.36328125,194692.0,497.88503104282495,0.10796097078447912,0.9730270490389111,1798.7734877351584,0.7561716673402551
96,29,21.67578125,49.04296875,1,6,0.7445170481527235,46.36328125,197243.44444444444,501.1368580947727,0.10754452460067157,0.9628966432214392,1892.4481072269523,0.6922822360033698
97,29,21.67578125,49.04296875,1,6,0.353420961164444,16.50390625,178604.22222222222,476.8709839179801,0.11423549455126279,0.8020757220063613,24177.13150738772,0.0038396558984983
98,6,14.26171875,13.44140625,6,4,0.7445170481527235,16.50390625,101417.44444444444,359.3436063898382,0.13667687972392284,0.9872835696839781,1266.6696719841011,0.7943597332699321
99,16,58.17578125,24.54296875,4,3,4.998127165056916,21.86328125,196086.77777777778,499.6653178046164,0.057854349156974454,0.9716317606167283,2103.164324239804,0.5572188807829785
100,19,58.17578125,24.54296875,4,3,4.998127165056916,21.86328125,196290.0,499.9241802426207,0.09987984225243209,0.9703891160704382,2096.2117027810477,0.5615035404697184
101,16,50.76171875,24.54296875,4,3,4.998127165056916,21.86328125,196069.88888888888,499.6438033039328,0.0684962760913746,0.9734992924089426,2050.770625425859,0.5860746370306674
102,16,58.17578125,37.94140625,4,3,4.998127165056916,21.86328125,195805.66666666666,499.3070318868456,0.06539505401248885,0.9613949752742772,2374.5345861731057,0.4368747602604756
103,16,58.17578125,24.54296875,3,3,4.998127165056916,21.86328125,196168.0,499.7687976816096,0.07232383364823979,0.971455011554669,2094.204135090044,0.5622364015992392
104,16,58.17578125,24.54296875,4,7,4.998127165056916,21.86328125,193570.0,496.4483517850856,0.07329562028339072,0.9787084691036969,1889.4861017884189,0.6813917868564997
105,16,58.17578125,24.54296875,4,3,10.52906106915564,21.86328125,196517.22222222222,500.21345085977475,0.06434951060434763,0.9733219684299778,2098.893368664247,0.5607753185883283
106,16,58.17578125,24.54296875,4,3,4.998127165056916,41.00390625,195966.22222222222,499.5117028114071,0.0688898084247973,0.985095333757367,1818.2886712589318,0.744885192680798
107,19,50.76171875,37.94140625,3,7,10.52906106915564,41.00390625,195340.55555555556,498.71366333839666,0.09060720400026662,0.9869983742619195,1744.262929829201,0.8068455662286392
108,12,30.80078125,6.16796875,5,2,9.692505384508047,40.23828125,195714.66666666666,499.19099703746764,0.0642741783964857,0.9892957000898797,1740.4705214493717,0.8119128702785873
109,9,30.80078125,6.16796875,5,2,9.692505384508047,40.23828125,195353.55555555556,498.7302563491135,0.08187246922830972,0.9893370345058058,1737.9538868299765,0.8127974260515373
110,12,5.13671875,6.16796875,5,2,9.692505384508047,40.23828125,195850.88888888888,499.364692673289,0.0434811827287544,0.9934676891555271,1643.574818618083,0.9110800239841575
111,12,30.80078125,7.31640625,5,2,9.692505384508047,40.23828125,195696.22222222222,499.16747376801777,0.07373708125893702,0.9889794031032481,1743.598780219655,0.8089842543115702
112,12,30.80078125,6.16796875,7,2,9.692505384508047,40.23828125,195647.11111111112,499.10482779152176,0.07177004527633402,0.9894646808426482,1740.202043048991,0.811934353618442
113,12,30.80078125,6.16796875,5,7,9.692505384508047,40.23828125,194654.0,497.83648639048283,0.0574745659468971,0.9966520266381499,1646.2316728675753,0.9025990057725161
114,12,30.80078125,6.16796875,5,2,0.3839245618751841,40.23828125,190460.11111111112,492.4441390166069,0.08926720357495417,0.9892125429476051,1717.963466798145,0.8109655121055922
115,12,30.80078125,6.16796875,5,2,9.692505384508047,34.87890625,195722.11111111112,499.20048792492446,0.06653378290444155,0.9880113596864023,1768.6601518388493,0.7862688500708562
116,9,5.13671875,7.31640625,7,7,0.3839245618751841,34.87890625,185767.44444444444,486.339814740856,0.05785016249753946,0.9953192255849633,1622.2157837369632,0.8870809627237116
117,25,67.30078125,30.66796875,2,5,0.6853636284072767,15.73828125,190463.0,492.44796585705546,0.16446775408594236,0.9240670955610099,2839.8551484964346,0.29717408838495196
118,22,67.30078125,30.66796875,2,5,0.6853636284072767,15.73828125,191211.11111111112,493.4141165190988,0.08229363971471777,0.9302639446805916,2792.404491173077,0.3087027440089028
119,25,41.63671875,30.66796875,2,5,0.6853636284072767,15.73828125,190366.11111111112,492.3227101294037,0.1718095426654875,0.9236270505348619,2783.8537936843436,0.30904878142880154
120,25,67.30078125,31.81640625,2,5,0.6853636284072767,15.73828125,190280.55555555556,492.21204651855743,0.16069136068600212,0.9224726140934624,2946.296787033166,0.27570768107655097
121,25,67.30078125,30.66796875,4,5,0.6853636284072767,15.73828125,190312.77777777778,492.25373651014917,0.15094207876854146,0.9296855878605168,2708.9895802636865,0.32658520114357603
122,25,67.30078125,30.66796875,2,3,0.6853636284072767,15.73828125,192885.0,495.56913396533855,0.1643749085101544,0.9347599245482301,2779.675659256668,0.31395387237617034
123,25,67.30078125,30.66796875,2,5,5.429513223320338,15.73828125,193882.0,496.84829482056307,0.16318309086662044,0.9299492761762226,2783.4861650326657,0.31527742751446103
124,25,67.30078125,30.66796875,2,5,0.6853636284072767,10.37890625,187897.77777777778,489.12047864359295,0.1539987230129288,0.8004485573367438,24335.189098926603,0.003988431285333189
125,22,41.63671875,31.81640625,4,3,5.429513223320338,10.37890625,196568.88888888888,500.2792003728625,0.08677991791655927,0.8674065122206098,15441.325601619921,0.010378821771587622
126,19,12.55078125,18.41796875,6,7,0.1822483286436874,27.98828125,184582.33333333334,484.7859767684343,0.092064159988146,0.9912496382049051,1646.0940665781295,0.8560375615148733
127,28,12.55078125,18.41796875,6,7,0.1822483286436874,27.98828125,193233.55555555556,496.0167161076017,0.11426015801709795,0.9886387681811976,1688.739192416814,0.8514738396502118
128,19,59.88671875,18.41796875,6,7,0.1822483286436874,27.98828125,171245.66666666666,466.94391863956866,0.10550948509402373,0.9872431586823198,1661.1390841686998,0.779902585111691
129,19,12.55078125,44.06640625,6,7,0.1822483286436874,27.98828125,165771.77777777778,459.41758823104897,0.18594919666517204,0.9604305604918815,1854.0854164059845,0.6060561326692337
130,19,12.55078125,18.41796875,2,7,0.1822483286436874,27.98828125,184695.0,484.9339415219196,0.09349367587173457,0.9910338974178631,1647.3846469880348,0.8552240034503228
131,19,12.55078125,18.41796875,6,1,0.1822483286436874,27.98828125,194277.88888888888,497.3552719347496,0.09297129912727194,0.9808469150846819,1819.8266706588897,0.7372497629386727
132,19,12.55078125,18.41796875,6,7,0.1020912211078597,27.98828125,179107.33333333334,477.5421089620008,0.10353913606823466,0.9900955592114349,1626.908616849428,0.850354208849866
133,19,12.55078125,18.41796875,6,7,0.1822483286436874,47.12890625,187776.0,488.9619516609495,0.09968442712266404,0.9948720200639991,1633.1169622182028,0.8847400638816464
134,28,59.88671875,44.06640625,2,1,0.1020912211078597,47.12890625,196888.44444444444,500.68560628389474,0.15004527098198125,0.9588514012164988,2244.3971325687767,0.4913808432385785
135,6,49.05078125,42.91796875,3,3,2.577380580877318,3.48828125,139037.33333333334,420.74661375783876,0.06413850348990194,0.4571407701559147,96950.84610606264,0.00018588399044543335
136,15,49.05078125,42.91796875,3,3,2.577380580877318,3.48828125,192301.22222222222,494.81866798227213,0.08643773246802117,0.675143368371417,63494.73188474689,0.0005994093468538444
137,6,23.38671875,42.91796875,3,3,2.577380580877318,3.48828125,145990.22222222222,431.13854045252606,0.0553328466282379,0.5245511057087904,97601.09881898659,0.0001925864525390889
138,6,49.05078125,19.56640625,3,3,2.577380580877318,3.48828125,158708.0,449.52548253429427,0.07109060648202228,0.5446707514147353,86536.73766127245,0.0002663306807040556
139,6,49.05078125,42.91796875,5,3,2.577380580877318,3.48828125,136438.88888888888,416.7964775612322,0.07865422395374738,0.39744926355931026,98026.72371433208,0.00017842744773204444
140,6,49.05078125,42.91796875,3,5,2.577380580877318,3.48828125,104538.11111111111,364.8309186232043,0.08380342054239232,0.3723889724373727,75673.97773299547,0.00022940273345801112
141,6,49.05078125,42.91796875,3,3,1.4437878948996556,3.48828125,105223.22222222222,366.0249332238442,0.10065377423334916,0.3537462171545335,76266.2489045004,0.00022733489093173333
142,6,49.05078125,42.91796875,3,3,2.577380580877318,22.62890625,177323.77777777778,475.15831936338225,0.06413088665456297,0.9361788621512823,3196.5494725864655,0.21984578982365155
143,15,23.38671875,19.56640625,5,5,1.4437878948996556,22.62890625,190583.33333333334,492.6035214624338,0.09358468000914126,0.9826109705860318,1740.477527958833,0.7906099993431872
144,7,14.83203125,10.76171875,5,6,0.580782959920157,17.26953125,115550.88888888889,383.5657599124895,0.15007724037558268,0.9878439271861925,1330.6622404585723,0.8200923084639528
145,27,14.83203125,10.76171875,5,6,0.580782959920157,17.26953125,192809.55555555556,495.47224549661286,0.13446112917700148,0.9911824678226022,1658.2210668198525,0.8811718800838307
146,7,30.23046875,10.76171875,5,6,0.580782959920157,17.26953125,92215.33333333333,342.65316836406345,0.14677674089894144,0.9867139964421943,1220.3471572065243,0.7781289310987491
148,7,14.83203125,10.76171875,5,6,0.580782959920157,17.26953125,115347.77777777778,383.22856902078286,0.1679799126489252,0.9886971045589511,1328.0862664381195,0.8218181534940843
149,7,14.83203125,10.76171875,5,7,0.580782959920157,17.26953125,57611.666666666664,270.8361166220201,0.164972449515973,0.9868609979257759,953.2338777118015,0.796773802643831
150,7,14.83203125,10.76171875,5,6,1.223478125101819,17.26953125,171714.55555555556,467.58285351343665,0.08701955321523763,0.9925328161026142,1575.3103083704448,0.8695440882412615
151,7,14.83203125,10.76171875,5,6,0.580782959920157,14.97265625,103739.0,363.4335640411174,0.1428938648127428,0.9879571322177587,1265.5686057391702,0.8139375270562832
152,27,30.23046875,48.66015625,5,7,1.223478125101819,14.97265625,188594.55555555556,490.02656707968225,0.1277852116931858,0.7732715325943083,26977.963203657884,0.003256283160313711
153,20,51.33203125,35.26171875,2,2,8.213511387142757,41.76953125,195825.44444444444,499.33225104998223,0.15100269929889423,0.9754571571770061,1905.7947596535205,0.6775607845357621
154,14,51.33203125,35.26171875,2,2,8.213511387142757,41.76953125,195252.77777777778,498.60160154115715,0.076840857056414,0.9779384551709066,1904.873046482881,0.6764038706202661
155,20,66.73046875,35.26171875,2,2,8.213511387142757,41.76953125,195807.22222222222,499.3090187159713,0.14221823268363787,0.9710844522556302,1978.5446874408724,0.6286891059961001
156,20,51.33203125,24.16015625,2,2,8.213511387142757,41.76953125,195858.0,499.37375780379,0.14232934253427507,0.9787734929726608,1867.6808226937242,0.7056063422606748
157,20,51.33203125,35.26171875,2,2,8.213511387142757,41.76953125,195819.33333333334,499.32446018027844,0.14020838329359292,0.9752763244283348,1909.6041231254608,0.674866337872167
158,20,51.33203125,35.26171875,2,3,8.213511387142757,41.76953125,195688.0,499.1569853323124,0.13623266936994285,0.9804917424675996,1811.3828472189043,0.7495154907578664
159,20,51.33203125,35.26171875,2,2,17.302593577857987,41.76953125,195908.88888888888,499.4386283875008,0.14047833205408367,0.9741580351509628,1910.6804939611875,0.6744869853660285
160,20,51.33203125,35.26171875,2,2,8.213511387142757,39.47265625,195807.55555555556,499.309444344655,0.15107325775590683,0.9743976401367228,1932.0481226128659,0.6592952044288494
161,14,66.73046875,24.16015625,2,3,17.302593577857987,39.47265625,195474.77777777778,498.88497129401617,0.0871096882797149,0.9839415379011539,1840.443561373025,0.7252517005155997
162,26,33.08203125,23.01171875,6,4,2.184094195487613,5.01953125,196608.88888888888,500.33010136531243,0.07712372111849893,0.7609037417425881,35475.36350224589,0.0019632167587958224
163,8,33.08203125,23.01171875,6,4,2.184094195487613,5.01953125,161723.33333333334,453.7758302656981,0.06140835700568186,0.6162093598087579,82139.38665839333,0.00030122644577352224
164,26,48.48046875,23.01171875,6,4,2.184094195487613,5.01953125,196443.88888888888,500.1201108030985,0.08049037547032539,0.7523228243137005,38387.64013972378,0.0016752239378152222
